android,1,117,1
android,3,20,2
android,3,101913,2
android,5,560,1
android,5,3781,1
android,5,5076,1
android,5,129173,1
android,6,20,1
android,6,586,1
android,6,10135,1
android,8,15102,1
android,9,156,1
android,11,5894,1
android,11,11392,1
android,12,2613,1
android,13,5089,1
android,15,254,7
android,15,156,6
android,15,20,3
android,15,104,3
android,15,170,3
android,15,267,3
android,15,43,2
android,15,64,2
android,15,98,2
android,15,10,1
android,15,65,1
android,15,85,1
android,15,96,1
android,15,3306,1
android,16,267,6
android,16,156,5
android,16,10,3
android,16,177,3
android,16,19,2
android,16,98,2
android,16,43,1
android,16,71,1
android,16,79,1
android,16,80,1
android,16,86,1
android,16,170,1
android,17,10,42
android,17,137,35
android,17,316,25
android,17,3,20
android,17,49,15
android,17,15,14
android,17,63,12
android,17,197,12
android,17,45,11
android,17,156,11
android,17,219,11
android,17,267,11
android,17,412,11
android,17,36,10
android,17,9,8
android,17,22,8
android,17,30,8
android,17,65,7
android,17,81,7
android,17,111,7
android,17,382,7
android,17,21,6
android,17,47,6
android,17,116,6
android,17,34,5
android,17,79,5
android,17,100,5
android,17,158,5
android,17,177,5
android,17,17637,5
android,17,17,4
android,17,56,4
android,17,57,4
android,17,119,4
android,17,251,4
android,17,304,4
android,17,335,4
android,17,4,3
android,17,31,3
android,17,80,3
android,17,125,3
android,17,135,3
android,17,170,3
android,17,199,3
android,17,201,3
android,17,363,3
android,17,375,3
android,17,397,3
android,17,403,3
android,17,19,2
android,17,23,2
android,17,29,2
android,17,37,2
android,17,51,2
android,17,75,2
android,17,92,2
android,17,126,2
android,17,140,2
android,17,151,2
android,17,155,2
android,17,188,2
android,17,208,2
android,17,218,2
android,17,274,2
android,17,354,2
android,17,365,2
android,17,455,2
android,17,479,2
android,17,6,1
android,17,13,1
android,17,27,1
android,17,33,1
android,17,35,1
android,17,43,1
android,17,48,1
android,17,50,1
android,17,52,1
android,17,64,1
android,17,68,1
android,17,76,1
android,17,78,1
android,17,82,1
android,17,86,1
android,17,88,1
android,17,89,1
android,17,91,1
android,17,96,1
android,17,105,1
android,17,106,1
android,17,107,1
android,17,109,1
android,17,121,1
android,17,127,1
android,17,132,1
android,17,136,1
android,17,139,1
android,17,144,1
android,17,150,1
android,17,175,1
android,17,182,1
android,17,185,1
android,17,192,1
android,17,193,1
android,17,195,1
android,17,196,1
android,17,222,1
android,17,230,1
android,17,248,1
android,17,255,1
android,17,266,1
android,17,270,1
android,17,289,1
android,17,300,1
android,17,306,1
android,17,308,1
android,17,314,1
android,17,334,1
android,17,367,1
android,17,372,1
android,17,386,1
android,17,404,1
android,17,432,1
android,17,438,1
android,17,464,1
android,17,470,1
android,17,471,1
android,17,482,1
android,18,10,61
android,18,137,41
android,18,267,29
android,18,15,19
android,18,156,13
android,18,316,10
android,18,382,10
android,18,482,10
android,18,354,8
android,18,199,7
android,18,65,6
android,18,219,6
android,18,531,6
android,18,602,6
android,18,789,6
android,18,135,5
android,18,792,5
android,18,798,5
android,18,45,4
android,18,63,4
android,18,86,4
android,18,98,4
android,18,121,4
android,18,170,4
android,18,475,4
android,18,3,3
android,18,139,3
android,18,288,3
android,18,401,3
android,18,470,3
android,18,724,3
android,18,727,3
android,18,793,3
android,18,9,2
android,18,37,2
android,18,47,2
android,18,49,2
android,18,67,2
android,18,80,2
android,18,113,2
android,18,176,2
android,18,294,2
android,18,335,2
android,18,363,2
android,18,366,2
android,18,412,2
android,18,468,2
android,18,639,2
android,18,729,2
android,18,739,2
android,18,868,2
android,18,19,1
android,18,26,1
android,18,57,1
android,18,66,1
android,18,71,1
android,18,75,1
android,18,79,1
android,18,81,1
android,18,111,1
android,18,126,1
android,18,136,1
android,18,155,1
android,18,175,1
android,18,182,1
android,18,186,1
android,18,192,1
android,18,197,1
android,18,198,1
android,18,218,1
android,18,270,1
android,18,297,1
android,18,304,1
android,18,315,1
android,18,330,1
android,18,423,1
android,18,428,1
android,18,494,1
android,18,504,1
android,18,506,1
android,18,540,1
android,18,550,1
android,18,563,1
android,18,594,1
android,18,609,1
android,18,621,1
android,18,624,1
android,18,631,1
android,18,644,1
android,18,646,1
android,18,660,1
android,18,661,1
android,18,664,1
android,18,673,1
android,18,680,1
android,18,693,1
android,18,697,1
android,18,708,1
android,18,719,1
android,18,725,1
android,18,744,1
android,18,758,1
android,18,760,1
android,18,780,1
android,18,783,1
android,18,806,1
android,18,828,1
android,18,877,1
android,19,10,37
android,19,137,24
android,19,267,20
android,19,156,18
android,19,482,15
android,19,3,14
android,19,86,12
android,19,121,12
android,19,1060,9
android,19,1046,8
android,19,965,6
android,19,136,5
android,19,793,5
android,19,927,5
android,19,1205,5
android,19,65,4
android,19,135,4
android,19,219,4
android,19,371,4
android,19,912,4
android,19,921,4
android,19,15,3
android,19,139,3
android,19,274,3
android,19,1072,3
android,19,9,2
android,19,20,2
android,19,49,2
android,19,79,2
android,19,119,2
android,19,196,2
android,19,422,2
android,19,474,2
android,19,537,2
android,19,594,2
android,19,739,2
android,19,780,2
android,19,792,2
android,19,874,2
android,19,1034,2
android,19,1201,2
android,19,26,1
android,19,45,1
android,19,50,1
android,19,67,1
android,19,75,1
android,19,113,1
android,19,155,1
android,19,158,1
android,19,170,1
android,19,199,1
android,19,294,1
android,19,313,1
android,19,322,1
android,19,335,1
android,19,412,1
android,19,475,1
android,19,602,1
android,19,693,1
android,19,727,1
android,19,738,1
android,19,764,1
android,19,775,1
android,19,787,1
android,19,791,1
android,19,809,1
android,19,820,1
android,19,889,1
android,19,893,1
android,19,903,1
android,19,905,1
android,19,919,1
android,19,922,1
android,19,930,1
android,19,939,1
android,19,940,1
android,19,970,1
android,19,992,1
android,19,994,1
android,19,1009,1
android,19,1020,1
android,19,1023,1
android,19,1028,1
android,19,1039,1
android,19,1049,1
android,19,1058,1
android,19,1065,1
android,19,1093,1
android,19,1100,1
android,19,1101,1
android,19,1112,1
android,19,1144,1
android,19,1145,1
android,19,1160,1
android,19,1163,1
android,19,1215,1
android,19,1223,1
android,20,1465,57
android,20,137,40
android,20,156,30
android,20,267,25
android,20,1250,25
android,20,482,23
android,20,10,15
android,20,1163,12
android,20,219,11
android,20,1417,9
android,20,1576,9
android,20,15,8
android,20,136,8
android,20,1309,7
android,20,594,6
android,20,1306,6
android,20,965,5
android,20,1167,5
android,20,3,4
android,20,86,4
android,20,1205,4
android,20,1338,4
android,20,1518,4
android,20,1751,4
android,20,121,3
android,20,135,3
android,20,792,3
android,20,1372,3
android,20,1658,3
android,20,79,2
