android,3,17,20
android,3,18,3
android,3,19,14
android,3,20,4
android,3,26,1
android,3,32,1
android,4,17,3
android,6,17,1
android,7,21,1
android,7,23,1
android,7,24,3
android,7,26,1
android,9,17,8
android,9,18,2
android,9,19,2
android,9,22,2
android,9,24,1
android,9,29,13
android,9,32,1
android,9,36,2
android,9,40,3
android,10,15,1
android,10,16,3
android,10,17,42
android,10,18,61
android,10,19,37
android,10,20,15
android,10,21,14
android,10,22,29
android,10,23,34
android,10,24,7
android,10,25,4
android,10,26,8
android,10,27,2
android,10,28,2
android,10,29,3
android,10,30,2
android,10,31,2
android,10,32,16
android,10,33,2
android,10,34,1
android,10,35,3
android,10,36,2
android,10,37,1
android,10,38,4
android,10,39,1
android,10,40,2
android,10,41,2
android,10,43,1
android,10,44,3
android,10,45,1
android,10,48,1
android,10,49,2
android,10,56,1
android,10,57,1
android,13,17,1
android,15,17,14
android,15,18,19
android,15,19,3
android,15,20,8
android,15,21,11
android,15,22,4
android,15,23,2
android,15,27,2
android,15,31,5
android,15,32,4
android,15,34,1
android,15,40,1
android,15,44,2
android,15,68,1
android,15,87,1
android,17,17,4
android,17,27,1
android,19,16,2
android,19,17,2
android,19,18,1
android,19,20,1
android,19,22,2
android,19,24,3
android,19,28,1
android,20,3,2
android,20,6,1
android,20,15,3
android,20,19,2
android,20,20,1
android,20,32,1
android,20,48,1
android,21,17,6
android,22,17,8
android,23,17,2
android,23,21,1
android,23,32,1
android,26,18,1
android,26,19,1
android,26,25,1
android,26,32,1
android,27,17,1
android,27,39,1
android,29,17,2
android,30,17,8
android,31,17,3
android,33,17,1
android,34,17,5
android,34,33,1
android,34,84,1
android,35,17,1
android,36,17,10
android,37,17,2
android,37,18,2
android,38,24,1
android,38,32,1
android,38,36,1
android,38,42,1
android,38,43,1
android,43,15,2
android,43,16,1
android,43,17,1
android,43,21,1
android,43,23,1
android,45,17,11
android,45,18,4
android,45,19,1
android,45,34,1
android,45,58,1
android,46,37,1
android,47,17,6
android,47,18,2
android,47,26,1
android,48,17,1
android,49,17,15
android,49,18,2
android,49,19,2
android,49,21,1
android,50,17,1
android,50,19,1
android,51,17,2
android,51,63,1
android,51,69,1
android,51,71,1
android,52,17,1
android,55,25,2
android,56,17,4
android,57,17,4
android,57,18,1
android,58,20,1
android,61,92,1
android,62,23,1
android,62,25,1
android,62,91,1
android,63,17,12
android,63,18,4
android,63,20,1
android,63,33,1
android,64,15,2
android,64,17,1
android,64,24,1
android,64,35,1
android,65,15,1
android,65,17,7
android,65,18,6
android,65,19,4
android,66,18,1
android,67,18,2
android,67,19,1
android,67,21,2
android,67,23,1
android,67,24,1
android,67,38,1
android,68,17,1
android,71,16,1
android,71,18,1
android,71,49,1
android,75,17,2
android,75,18,1
android,75,19,1
android,75,24,1
android,76,17,1
android,78,17,1
android,78,20,1
android,79,16,1
android,79,17,5
