cstheory,26,101,125,75,42,84,71,896,991,30.7466666666667,713,454,259,144,727,192
cstheory,27,97,140,79,53,80,88,840,1024,31.3164556962025,607,375,232,156,626,206
cstheory,28,118,159,98,63,96,88,908,1221,32.6224489795918,585,357,228,153,621,218
cstheory,29,87,149,62,35,63,81,902,1529,31.0322580645161,575,342,233,128,608,176
cstheory,30,108,163,88,52,96,96,933,1321,30.2386363636364,619,373,246,159,702,214
cstheory,31,113,156,86,50,100,90,734,1058,31.3604651162791,817,491,326,175,880,238
cstheory,32,114,148,89,55,96,92,717,1060,29.1910112359551,634,351,283,176,659,235
cstheory,33,106,119,76,44,94,75,630,721,32.1052631578947,496,338,158,151,448,207
cstheory,34,114,141,85,48,92,88,658,611,28.4823529411765,595,374,221,155,534,219
cstheory,35,102,135,69,36,86,83,539,661,31.8260869565217,627,390,237,157,519,201
cstheory,36,86,137,65,46,77,77,478,629,30.4,445,255,190,135,288,183
cstheory,37,98,104,73,40,87,59,522,593,28.7397260273973,485,319,166,121,402,175
cstheory,38,103,169,78,45,85,92,606,1061,26.0128205128205,608,338,270,140,603,200
cstheory,39,114,144,79,51,88,83,602,742,27.9620253164557,661,363,298,161,488,211
cstheory,40,110,166,78,49,92,98,855,1436,27.6538461538462,707,412,295,165,777,236
cstheory,41,84,113,65,37,71,78,416,605,30.6307692307692,614,360,254,151,497,190
cstheory,42,130,123,83,54,106,73,663,623,29.0602409638554,755,490,265,179,602,221
cstheory,43,134,232,100,59,87,108,896,1540,29.31,946,545,401,174,730,236
cstheory,44,153,206,114,69,104,104,971,1204,30.0614035087719,864,497,367,172,731,229
cstheory,45,173,184,108,55,105,93,929,1161,28.4259259259259,981,616,365,173,853,232
cstheory,46,120,148,83,47,99,89,574,979,30.6626506024096,649,388,261,163,461,229
cstheory,47,102,123,78,45,80,76,583,741,29.7564102564103,689,382,307,145,455,193
cstheory,48,111,118,77,41,88,77,580,566,28.7272727272727,510,318,192,140,362,196
cstheory,49,65,73,42,27,60,50,352,607,35,339,197,142,109,364,157
cstheory,50,71,100,52,34,63,60,484,742,32.3653846153846,373,239,134,97,442,154
cstheory,51,97,120,67,44,83,72,591,762,28.5223880597015,383,229,154,129,318,182
cstheory,52,99,119,70,40,86,77,584,676,29.1142857142857,591,356,235,151,389,197
cstheory,53,115,143,81,54,96,88,525,590,26.3703703703704,622,367,255,145,374,216
cstheory,54,100,109,70,49,85,68,488,577,30.2,546,349,197,131,399,177
